"","ONTOLOGY","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GO:0007164","BP","GO:0007164","establishment of tissue polarity",21,0.351085881845592,0.969947710163014,0.515876468029578,0.791976195390768,0.714610129671771,2561,"tags=57%, list=41%, signal=34%","PKHD1/PLEKHA4/ZNRF3/MLLT3/RAC1/SAPCD2/IFT20/PAFAH1B1/DVL3/SFRP2/RSPO3/DVL1"
"GO:0010657","BP","GO:0010657","muscle cell apoptotic process",25,0.33610326354179,0.967024390122237,0.517506404782237,0.79251851540661,0.715099471875615,1209,"tags=28%, list=20%, signal=23%","GATA6/TP53/LRP6/HEBP1/CAMK2D/BNIP3/SOD2"
"GO:0061061","BP","GO:0061061","muscle structure development",242,0.239913856047551,0.98017625130713,0.522539826008361,0.79436067753045,0.716761678040213,1470,"tags=25%, list=24%, signal=20%","CAV2/CAV1/TGFB2/LMO4/ERBB3/ZFPM1/ITGB1/LAMA5/NPNT/SORBS2/GATA6/NR2F2/BTG1/ASS1/NR1D2/LY6E/SCGB3A1/SPAG9/LUC7L/KLF5/OBSL1/SIK1/PRKAA1/YBX1/NIBAN2/SOX9/H3-3A/BHLHE41/TNNI1/IL18/TANC1/HDAC9/CHKB/KRT19/MYH14/CCN1/CXADR/CDH2/MRTFB/JAG1/UTRN/MECP2/CKB/MYLK/RARA/PRKAR1A/LMNA/GPC1/SOD2/DDX17/ACVR1/CD81/ZFP36L1/YY1/SRI/YBX3/LIF/XBP1/DYRK1B/FHL2/FLOT1"
"GO:0097035","BP","GO:0097035","regulation of membrane lipid distribution",22,0.345526063549538,0.965091712741987,0.522416029984143,0.79436067753045,0.716761678040213,739,"tags=14%, list=12%, signal=12%","ABCB1/TMEM30B/ATP8B1"
"GO:1903115","BP","GO:1903115","regulation of actin filament-based movement",17,0.365981752516652,0.962520401811755,0.523432923257176,0.794811899023189,0.717168820895407,2619,"tags=59%, list=42%, signal=34%","CAV1/CAMK2D/SRI/DSG2/ATP2A2/TNNC1/DSP/BIN1/JUP/PKP2"
"GO:0051093","BP","GO:0051093","negative regulation of developmental process",349,0.234092691771473,0.984751929954318,0.525531685199179,0.795531392445263,0.717818028902717,1160,"tags=21%, list=19%, signal=18%","SPP1/SLC12A2/HNF1B/FGFR3/CAV1/TGFB2/PLK2/ZFPM1/ITGB1/WWC1/APP/PRDX2/GAS6/COL4A2/WWTR1/MIF/THBS1/HUWE1/CERS2/PBX1/TP53/CEACAM1/STAT1/EPN1/HDAC2/YAP1/SPAG9/HSPA9/HSPG2/TGFBR2/LUC7L/CCND1/GTF2I/HEBP1/CTSO/SEMA3C/CDK13/YBX1/SRSF6/KLF4/NIBAN2/SOX9/BHLHE41/PTCH1/CDK6/SUFU/PTPN11/IL18/SMS/GABPA/NFIB/HOOK3/TOB1/ISL2/SINHCAF/IRF1/CCN1/ERBB2/LTBP3/ANXA1/HTT/PML/JAG1/SF1/TEP1/MECP2/SARS1/MAPK1/RARA/KDM4A/HMGB1/DCN/BNIP3"
"GO:0007586","BP","GO:0007586","digestion",40,0.303465354946406,0.959981079051568,0.528351587411618,0.796883327994875,0.719037897434168,655,"tags=12%, list=11%, signal=11%","SPINK1/UGCG/SOX9/MUC13/KCNQ1"
"GO:0033604","BP","GO:0033604","negative regulation of catecholamine secretion",4,-0.481526600392231,-0.925126730365906,0.529979674796748,0.797706768031062,0.719780897785014,985,"tags=50%, list=16%, signal=42%","P2RY1/ABAT"
"GO:0032970","BP","GO:0032970","regulation of actin filament-based process",161,-0.209943033213979,-0.968193464657234,0.533542319749216,0.799356462721336,0.721269438152005,751,"tags=27%, list=12%, signal=25%","C15orf62/NCK1/CDC42/ARHGEF15/ARHGDIA/RHOC/CCL24/F11R/RHOF/RHOQ/CCR7/CCN2/PTK2B/HCN4/TACSTD2/CD47/HCLS1/PAK2/LPAR1/TMSB10/DSC2/ELN/CDC42EP5/RAC3/ARPC1B/MYADM/EVL/RDX/ARHGDIB/LIMA1/CYRIB/PDGFRB/CORO1A/FCHSD2/PFN1/CNN2/CAPG/FLNA/VASP/GMFG/CDC42EP4/FSCN1/TMSB4X/COTL1"
"GO:0034389","BP","GO:0034389","lipid droplet organization",9,0.426958617296928,0.957312223963876,0.534919653893696,0.799864024080663,0.721727417180815,2847,"tags=78%, list=46%, signal=42%","PNPLA2/SMIM22/SQLE/CIDEC/RNF213/PPIA/DDHD2"
"GO:1901568","BP","GO:1901568","fatty acid derivative metabolic process",24,0.336283526710003,0.958097581252817,0.536005726556908,0.800745814319797,0.722523067657178,1113,"tags=29%, list=18%, signal=24%","GGTLC2/GGTLC1/ABHD16A/DGAT1/SLC25A1/GGT1/ELOVL7"
"GO:0071166","BP","GO:0071166","ribonucleoprotein complex localization",4,0.540182359460723,0.961557052870831,0.543356412792615,0.801155267692552,0.722892522609867,2692,"tags=75%, list=43%, signal=42%","AKAP8L/SUPT6H/NSUN2"
"GO:0002931","BP","GO:0002931","response to ischemia",22,0.340493009533842,0.951033847843366,0.541876892028254,0.801155267692552,0.722892522609867,1069,"tags=18%, list=17%, signal=15%","CAV1/TP53/NQO1/SQSTM1"
"GO:0071462","BP","GO:0071462","cellular response to water stimulus",3,-0.521230115622399,-0.917347929491901,0.539902676399027,0.801155267692552,0.722892522609867,253,"tags=67%, list=4%, signal=64%","MYC/PLEC"
"GO:0046685","BP","GO:0046685","response to arsenic-containing substance",20,-0.303675640557737,-0.917136048218397,0.548141086749285,0.803374330176181,0.724894810732167,790,"tags=20%, list=13%, signal=18%","ZC3H12A/SMIM40/PPIF/TNFRSF11B"
"GO:0022027","BP","GO:0022027","interkinetic nuclear migration",3,0.583131362094038,0.95950447459127,0.559063136456212,0.808101796906796,0.729160463706392,2583,"tags=100%, list=42%, signal=58%","HOOK3/HK3/PCM1"
"GO:0106380","BP","GO:0106380","purine ribonucleotide salvage",4,-0.465571191884562,-0.894472608885744,0.560213414634146,0.80874585015515,0.729741601091581,999,"tags=75%, list=16%, signal=63%","APRT/AMPD2/HPRT1"
"GO:0070989","BP","GO:0070989","oxidative demethylation",6,0.472193408923602,0.941692391086808,0.564167725540025,0.810599366291721,0.731414052125353,154,"tags=17%, list=2%, signal=16%","CYP3A5"
"GO:1905770","BP","GO:1905770","regulation of mesodermal cell differentiation",3,-0.507274054504161,-0.892785719084334,0.565936739659367,0.812119990974341,0.732786130993321,594,"tags=67%, list=10%, signal=60%","DKK1/GJA1"
"GO:0098696","BP","GO:0098696","regulation of neurotransmitter receptor localization to postsynaptic specialization membrane",3,0.579518357079674,0.953559511409126,0.566191446028513,0.812375027863888,0.733016254001779,980,"tags=67%, list=16%, signal=56%","ADAM10/PRKCZ"
"GO:0043217","BP","GO:0043217","myelin maintenance",10,0.404183841562624,0.929539118894881,0.568968168537598,0.812895616006382,0.733485987261665,172,"tags=20%, list=3%, signal=19%","MYRF/CLU"
"GO:0010668","BP","GO:0010668","ectodermal cell differentiation",4,-0.456941043355041,-0.8778920480503,0.577743902439024,0.817173489135374,0.737345966247422,252,"tags=75%, list=4%, signal=72%","VPS52/ITGA6/ITGAM"
"GO:0060004","BP","GO:0060004","reflex",6,0.466250619509165,0.929840722961742,0.579891994917408,0.819004312414803,0.738997941229414,134,"tags=17%, list=2%, signal=16%","NPNT"
"GO:0015886","BP","GO:0015886","heme transport",5,0.493459137606196,0.933832370727865,0.582562104237701,0.820053078650237,0.739944256257391,1506,"tags=40%, list=24%, signal=30%","PGRMC2/ABCB6"
"GO:0040034","BP","GO:0040034","regulation of development, heterochronic",3,-0.497177683959171,-0.875016437653291,0.585644768856448,0.820748825279121,0.740572037233107,894,"tags=67%, list=14%, signal=57%","ASCL1/PAX6"
"GO:0006450","BP","GO:0006450","regulation of translational fidelity",7,0.440018503863936,0.918490661139243,0.586412022542267,0.821070196880528,0.740862014890379,567,"tags=29%, list=9%, signal=26%","RPS9/RPS5"
"GO:0120317","BP","GO:0120317","sperm mitochondrial sheath assembly",3,-0.49458717078688,-0.87045721932784,0.591727493917275,0.823595389515827,0.74314052811724,3132,"tags=100%, list=51%, signal=49%","KLC2/CFAP58"
"GO:0090066","BP","GO:0090066","regulation of anatomical structure size",189,0.237953589856159,0.948450798815566,0.592105263157895,0.823795232973667,0.743320849394763,952,"tags=16%, list=15%, signal=14%","SPP1/SLC12A2/HNF1B/SCTR/CAV1/SPTBN1/F2RL1/DPYSL2/NCKAP1/DBN1/RAP1GAP2/USH1C/DSTN/FMN1/EPS8/SEMA3C/SPTBN2/KIAA0754/SLC12A4/CDC42EP1/CYFIP2/SPTAN1/DOCK5/DRD5/ADD1/TMEM123/BAIAP2L1/ARHGAP35/HTT/LAMTOR5"
"GO:0035646","BP","GO:0035646","endosome to melanosome transport",5,-0.419810941347593,-0.867349862899013,0.592505854800937,0.823809523809524,0.743333744196557,1041,"tags=60%, list=17%, signal=50%","RAB32/CD63/BLOC1S5"
"GO:0060312","BP","GO:0060312","regulation of blood vessel remodeling",4,0.517125083269727,0.920513716017743,0.600890207715134,0.828438828481477,0.747510824304731,240,"tags=25%, list=4%, signal=24%","CEACAM1"
"GO:0006925","BP","GO:0006925","inflammatory cell apoptotic process",7,0.43450962571288,0.906991478512452,0.600657482780213,0.828438828481477,0.747510824304731,948,"tags=29%, list=15%, signal=24%","ST6GAL1/ANXA1"
"GO:0010897","BP","GO:0010897","negative regulation of triglyceride catabolic process",4,-0.446347769877182,-0.857539858890945,0.606707317073171,0.830596056414005,0.749457318330142,3431,"tags=100%, list=55%, signal=45%","GPLD1/APOC3/PLIN5"
"GO:0150094","BP","GO:0150094","amyloid-beta clearance by cellular catabolic process",3,0.555986427532719,0.914839262141469,0.620162932790224,0.832105351195421,0.750819174085072,2751,"tags=100%, list=44%, signal=56%","LDLR/LRP10/FH"
"GO:0032069","BP","GO:0032069","regulation of nuclease activity",12,-0.326324311722566,-0.862376312596624,0.615452668829254,0.832105351195421,0.750819174085072,789,"tags=33%, list=13%, signal=29%","OAS3/OAS1/HSPA1A/GZMA"
"GO:0032196","BP","GO:0032196","transposition",12,-0.325101366612901,-0.859144439100548,0.618991447950457,0.832105351195421,0.750819174085072,1366,"tags=42%, list=22%, signal=33%","SIRT7/APOBEC3D/TREX1/TDRD9/APOBEC3C"
"GO:0044062","BP","GO:0044062","regulation of excretion",8,-0.361121140281754,-0.851568376851981,0.615470852017937,0.832105351195421,0.750819174085072,1406,"tags=62%, list=23%, signal=48%","EDN1/EDNRB/DRD3/GNAI2/NPR1"
"GO:0072711","BP","GO:0072711","cellular response to hydroxyurea",6,-0.386356288393146,-0.842883828535392,0.619266055045872,0.832105351195421,0.750819174085072,3803,"tags=50%, list=61%, signal=19%","RAD51/BLM/TREX1"
"GO:1901523","BP","GO:1901523","icosanoid catabolic process",4,0.508864959099496,0.90581019874368,0.62232113419057,0.832575422047806,0.751243324955682,649,"tags=25%, list=10%, signal=22%","ABHD16A"
"GO:0010647","BP","GO:0010647","positive regulation of cell communication",681,0.220315186802322,0.959929030915184,0.629075251179004,0.836310295501641,0.754613348472407,1085,"tags=19%, list=18%, signal=17%","SPP1/CFTR/SPINK1/FGFR3/FGFR4/SCTR/SOX4/PLXNB1/DCDC2/CAV2/CAV1/AKR1C3/AGR2/TGFB2/CXXC5/ERBB3/GPRC5B/PLK2/ITGB1/WWC1/APP/PRDX2/NUMA1/RBPMS/NPNT/GAS6/BAX/F2RL1/SH3RF2/OCIAD2/NEO1/ADAM9/MIF/THBS1/GATA6/TP53/NLRC5/ARHGAP8/OXR1/ITGA2/RIPK2/TSPAN6/MPC2/YAP1/SPAG9/PRKCA/TGFBR2/BRD4/PUM1/F3/RPS3/POR/ATP6AP2/CDK5RAP3/RACK1/TMF1/RPS12/LTBR/MAGED1/WLS/ITM2C/TNFRSF19/CLEC16A/MAP2K7/BCLAF1/RPS20/PRKRA/TICAM1/SOX9/SMAD2/VCP/TRIM56/KIAA0754/EIF2AK1/S100A13/PARP14/PTPN11/TNIK/IL18/MAP4K4/TIMP3/ERBIN/TRIP6/SFPQ/OCIAD1/IL6ST/CSNK1E/CYFIP2/RAB34/GLUL/RPL23/RRAGA/FOXP1/RPL26/EEF1D/C18orf32/ATP6V0C/BCAP31/PLEKHA4/C1QBP/ZMIZ1/CCN1/HINT1/ERBB2/SHISA5/CMTM3/MAVS/HTT/LAMTOR5/PRKCZ/STK25/PML/CDH2/JAG1/MLLT3/PRKACA/NUCKS1/TEP1/MECP2/TMEM9/SQSTM1/CANT1/RAC1/MAPK1/PPP2R1A/ADGRG1"
"GO:0023056","BP","GO:0023056","positive regulation of signaling",685,0.219704551735231,0.957504678723994,0.638273882738827,0.838478754971265,0.756569976855677,1085,"tags=19%, list=18%, signal=17%","SPP1/CFTR/SPINK1/FGFR3/FGFR4/SCTR/SOX4/PLXNB1/DCDC2/CAV2/CAV1/AKR1C3/AGR2/TGFB2/CXXC5/ERBB3/GPRC5B/PLK2/ITGB1/WWC1/APP/PRDX2/NUMA1/RBPMS/NPNT/GAS6/BAX/F2RL1/SH3RF2/OCIAD2/NEO1/ADAM9/MIF/THBS1/GATA6/TP53/NLRC5/ARHGAP8/OXR1/ITGA2/RIPK2/TSPAN6/MPC2/YAP1/SPAG9/PRKCA/TGFBR2/BRD4/PUM1/F3/RPS3/POR/ATP6AP2/CDK5RAP3/RACK1/TMF1/RPS12/LTBR/MAGED1/WLS/SCRIB/ITM2C/TNFRSF19/CLEC16A/MAP2K7/BCLAF1/RPS20/PRKRA/TICAM1/SOX9/SMAD2/VCP/TRIM56/KIAA0754/EIF2AK1/S100A13/PARP14/PTPN11/TNIK/IL18/MAP4K4/TIMP3/ERBIN/TRIP6/SFPQ/OCIAD1/IL6ST/CSNK1E/CYFIP2/RAB34/GLUL/RPL23/RRAGA/FOXP1/RPL26/EEF1D/C18orf32/ATP6V0C/BCAP31/PLEKHA4/C1QBP/ZMIZ1/CCN1/HINT1/ERBB2/SHISA5/CMTM3/MAVS/HTT/LAMTOR5/PRKCZ/STK25/PML/CDH2/JAG1/MLLT3/PRKACA/NUCKS1/TEP1/MECP2/TMEM9/SQSTM1/CANT1/RAC1/MAPK1/PPP2R1A/ADGRG1"
"GO:0051775","BP","GO:0051775","response to redox state",5,0.471134525158965,0.891584808207671,0.636954050982302,0.838478754971265,0.756569976855677,1898,"tags=60%, list=31%, signal=42%","SMPD3/ADH5/NPAS2"
"GO:0032878","BP","GO:0032878","regulation of establishment or maintenance of cell polarity",15,0.343224852336938,0.877350497080817,0.634558823529412,0.838478754971265,0.756569976855677,405,"tags=13%, list=7%, signal=12%","LLGL2/RACK1"
"GO:0010529","BP","GO:0010529","negative regulation of transposition",11,-0.324704740333279,-0.840188521736765,0.638409821689565,0.838478754971265,0.756569976855677,4186,"tags=100%, list=68%, signal=32%","MOV10/PIWIL1/UBR2/SMYD5/DDX4/APOBEC3G/SIRT7/APOBEC3D/TDRD9/APOBEC3C"
"GO:0003228","BP","GO:0003228","atrial cardiac muscle tissue development",5,0.467678509661031,0.885044572350728,0.643610975807761,0.841013698328294,0.75885728828198,216,"tags=20%, list=3%, signal=19%","GATA6"
"GO:0030049","BP","GO:0030049","muscle filament sliding",5,0.467610210020647,0.884915320685821,0.643773339827894,0.841017585442407,0.758860795674168,3258,"tags=80%, list=53%, signal=38%","TNNC1/MYL6B/TPM1/TNC"
"GO:0007595","BP","GO:0007595","lactation",16,0.33620645533489,0.872246242072739,0.645842498900132,0.842260985033748,0.759982730838852,1414,"tags=31%, list=23%, signal=24%","CAV1/CCND1/DDR1/NCOR2/XBP1"
"GO:0019228","BP","GO:0019228","neuronal action potential",5,0.466876289961508,0.883526435048652,0.646858256210424,0.842648460410888,0.760332354768351,2537,"tags=60%, list=41%, signal=35%","MYH14/GRIK2/GBA"
"GO:1901096","BP","GO:1901096","regulation of autophagosome maturation",4,-0.424094536470402,-0.814786123074659,0.655741869918699,0.847739632623157,0.764926183794987,201,"tags=50%, list=3%, signal=48%","CALCOCO2/UVRAG"
"GO:0045719","BP","GO:0045719","negative regulation of glycogen biosynthetic process",3,0.539736593299657,0.888101223902538,0.658859470468432,0.848258310057431,0.765394192998701,1806,"tags=67%, list=29%, signal=47%","GSK3B/GSK3A"
"GO:0016226","BP","GO:0016226","iron-sulfur cluster assembly",8,0.392347543397931,0.853552074804303,0.666459434255518,0.850180875025595,0.767128947665821,2897,"tags=75%, list=47%, signal=40%","HSPA9/LYRM4/BOLA2B/CIAO2A/CIAPIN1/NUBP1"
"GO:0072348","BP","GO:0072348","sulfur compound transport",17,-0.287591754698205,-0.828193717176184,0.669817265280403,0.851558900286595,0.768372357273565,878,"tags=29%, list=14%, signal=25%","SLC36A1/SLC26A9/GJA1/SAT1/SLC5A6"
"GO:0003094","BP","GO:0003094","glomerular filtration",12,0.350455232359954,0.84395789245108,0.673271819694449,0.852638607132547,0.769346590405424,163,"tags=17%, list=3%, signal=16%","GAS6/F2RL1"
"GO:0043476","BP","GO:0043476","pigment accumulation",6,-0.365179437439379,-0.796683919942029,0.676470588235294,0.85351436126818,0.770136794429317,3934,"tags=50%, list=64%, signal=18%","RAB32/CD63/BLOC1S5"
"GO:0043482","BP","GO:0043482","cellular pigment accumulation",6,-0.365179437439379,-0.796683919942029,0.676470588235294,0.85351436126818,0.770136794429317,3934,"tags=50%, list=64%, signal=18%","RAB32/CD63/BLOC1S5"
"GO:0008340","BP","GO:0008340","determination of adult lifespan",5,0.451956314243603,0.855291561613251,0.681928884559182,0.856590258472249,0.772912215348089,2633,"tags=80%, list=43%, signal=46%","TP53/CLK1/GBA/ATM"
"GO:0007031","BP","GO:0007031","peroxisome organization",14,0.332129868645291,0.834532480886387,0.68287966681541,0.856888124126399,0.773180983292096,3227,"tags=79%, list=52%, signal=38%","LONP2/MAVS/MFF/PEX11B/PAF1/PEX3/PEX10/RAB8B/PEX26/FIS1/PEX6"
"GO:0042416","BP","GO:0042416","dopamine biosynthetic process",5,0.447206539770248,0.84630298926987,0.689884721545705,0.86066360875657,0.77658765078645,43,"tags=20%, list=1%, signal=20%","TGFB2"
"GO:0032310","BP","GO:0032310","prostaglandin secretion",7,0.399983231527958,0.834921394315562,0.690670006261741,0.861337813292384,0.77719599405935,198,"tags=14%, list=3%, signal=14%","MIF"
"GO:0045198","BP","GO:0045198","establishment of epithelial cell apical/basal polarity",6,-0.360805621167856,-0.787141901046505,0.691041554236373,0.861699340878701,0.777522204969276,93,"tags=33%, list=2%, signal=33%","CDC42/MSN"
"GO:1902074","BP","GO:1902074","response to salt",9,0.369659102123858,0.828837181933664,0.694375772558714,0.862900085705619,0.778605652200973,1488,"tags=33%, list=24%, signal=25%","HSPA5/HNRNPA1/HNRNPD"
"GO:0071763","BP","GO:0071763","nuclear membrane organization",21,0.303520310930212,0.838537935581821,0.695519791213571,0.863946662584443,0.779549991744815,1762,"tags=38%, list=28%, signal=27%","PRKCA/CHMP1B/AKAP8L/PRKACA/TARDBP/CHMP4A/CHMP4B/CHMP2A"
"GO:0033212","BP","GO:0033212","iron import into cell",3,-0.445467765390208,-0.784008674840528,0.700486618004866,0.866412948875452,0.781775353032795,3436,"tags=67%, list=55%, signal=30%","ISCU/SLC6A9"
"GO:1901998","BP","GO:1901998","toxin transport",23,0.296539239002461,0.83649336356388,0.701468894009217,0.867018182065971,0.782321462589214,1939,"tags=43%, list=31%, signal=30%","HSPA5/ADAM10/LRP6/CCT2/BNIP3/GGA1/RAB11B/CCT8/CCT3/COPB2"
"GO:0043094","BP","GO:0043094","cellular metabolic compound salvage",14,0.326279004551858,0.819831195069676,0.702067529376766,0.867359731603168,0.782629647052946,2386,"tags=50%, list=39%, signal=31%","MTAP/PDXK/UPP1/ADSL/DGUOK/ADI1/APIP"
"GO:0042401","BP","GO:0042401","cellular biogenic amine biosynthetic process",15,-0.289505509674247,-0.802923037460069,0.702373516552155,0.867399403242833,0.782665443274765,329,"tags=33%, list=5%, signal=32%","SNCA/OAZ1/GATA3/SAT1/ALDH2"
"GO:0048102","BP","GO:0048102","autophagic cell death",7,-0.340864772954698,-0.776156751912585,0.705035971223022,0.868375887525274,0.783546537383097,295,"tags=29%, list=5%, signal=27%","CDKN2D/LAPTM5"
"GO:0046655","BP","GO:0046655","folic acid metabolic process",3,0.519470027468089,0.854753916822093,0.705193482688391,0.86846852874438,0.783630128725846,2977,"tags=100%, list=48%, signal=52%","DHFR/FPGS/MTHFD2"
"GO:0140719","BP","GO:0140719","constitutive heterochromatin formation",5,0.439080432834578,0.830924974909173,0.707095307679818,0.868806714353549,0.783935277874808,2589,"tags=60%, list=42%, signal=35%","H3-3A/SMCHD1/H3-3B"
"GO:1902416","BP","GO:1902416","positive regulation of mRNA binding",6,0.413510527887358,0.824661484863751,0.708545108005083,0.869450758695074,0.784516407223253,2559,"tags=83%, list=41%, signal=49%","EIF3E/EIF4G1/CDK9/EIF3C/EIF3D"
"GO:0019852","BP","GO:0019852","L-ascorbic acid metabolic process",3,-0.442200660644426,-0.778258677508931,0.709002433090024,0.869506412132368,0.784566624023042,490,"tags=67%, list=8%, signal=61%","AKR1A1/SLC2A1"
"GO:0030431","BP","GO:0030431","sleep",5,-0.369385464104579,-0.763168369598836,0.715586781160552,0.872814066295342,0.787551162174654,1062,"tags=60%, list=17%, signal=50%","GHRL/DRD3/FOS"
"GO:0071243","BP","GO:0071243","cellular response to arsenic-containing substance",15,0.318338475287315,0.813736003181661,0.717647058823529,0.874263202121583,0.788858735744073,1416,"tags=33%, list=23%, signal=26%","MKNK2/VCP/HNRNPA1/SLC38A2/DHX36"
"GO:0035050","BP","GO:0035050","embryonic heart tube development",22,0.294338546711704,0.822119435083541,0.720628513766758,0.874962913623207,0.789490094274567,579,"tags=18%, list=9%, signal=17%","YAP1/TGFBR2/IFT57/SUFU"
"GO:0060707","BP","GO:0060707","trophoblast giant cell differentiation",5,0.433358681766523,0.820097013772377,0.722519889592466,0.875301618054104,0.78979571156293,1581,"tags=60%, list=26%, signal=45%","NR2F2/LIF/HECTD1"
"GO:0071684","BP","GO:0071684","organism emergence from protective structure",10,-0.303088049868967,-0.765024153339783,0.737067733638182,0.88247154382721,0.796265226197683,67,"tags=20%, list=1%, signal=20%","CTR9/CD14"
"GO:0003096","BP","GO:0003096","renal sodium ion transport",6,0.402077888578472,0.80186144309324,0.738087674714104,0.88287282955327,0.79662731137954,1146,"tags=33%, list=19%, signal=27%","KCNQ1/SLC9A3R1"
"GO:1902075","BP","GO:1902075","cellular response to salt",4,-0.390318856217959,-0.749895035827611,0.740599593495935,0.88301749569146,0.796757845464243,790,"tags=75%, list=13%, signal=65%","DAXX/ZC3H12A/SMIM40"
"GO:1903935","BP","GO:1903935","response to sodium arsenite",4,-0.390318856217959,-0.749895035827611,0.740599593495935,0.88301749569146,0.796757845464243,790,"tags=75%, list=13%, signal=65%","DAXX/ZC3H12A/SMIM40"
"GO:1903936","BP","GO:1903936","cellular response to sodium arsenite",4,-0.390318856217959,-0.749895035827611,0.740599593495935,0.88301749569146,0.796757845464243,790,"tags=75%, list=13%, signal=65%","DAXX/ZC3H12A/SMIM40"
"GO:0046813","BP","GO:0046813","receptor-mediated virion attachment to host cell",4,0.454779589854355,0.809534992151026,0.743488295417079,0.884658020243143,0.798238111499296,1558,"tags=75%, list=25%, signal=56%","GAS6/CD81/LRRC15"
"GO:0034695","BP","GO:0034695","response to prostaglandin E",9,0.346547906161228,0.777018037152091,0.757107540173053,0.890223495425764,0.803259910090068,548,"tags=22%, list=9%, signal=20%","PRKAA1/AKAP8"
"GO:0097734","BP","GO:0097734","extracellular exosome biogenesis",11,0.325761851378459,0.76987871564789,0.757635617687282,0.890300013628134,0.803328953431062,2712,"tags=45%, list=44%, signal=26%","SMPD3/CHMP2A/HGS/SDC4/SNF8"
"GO:1903025","BP","GO:1903025","regulation of RNA polymerase II regulatory region sequence-specific DNA binding",6,-0.334964399587634,-0.730766093446332,0.761737722611981,0.892485643024784,0.805301074456473,115,"tags=33%, list=2%, signal=33%","DDIT3/TMSB4X"
"GO:0006930","BP","GO:0006930","substrate-dependent cell migration, cell extension",5,0.415522354913137,0.786343176582585,0.762299074525085,0.892911953186727,0.805685739503073,750,"tags=20%, list=12%, signal=18%","CD2AP"
"GO:0060074","BP","GO:0060074","synapse maturation",9,-0.301173523550617,-0.736044488149557,0.767705382436261,0.895791087471405,0.808283618753094,1152,"tags=56%, list=19%, signal=45%","SYBU/CLSTN1/ADGRL1/ARHGEF15/PFN1"
"GO:0007026","BP","GO:0007026","negative regulation of microtubule depolymerization",9,-0.300854447177356,-0.735264690499787,0.768271954674221,0.896260660808872,0.808707320709706,158,"tags=33%, list=3%, signal=33%","CAMSAP1/TPX2/BMERB1"
"GO:0070997","BP","GO:0070997","neuron death",147,-0.193683467538409,-0.883702449018879,0.769005847953216,0.896522173381605,0.80894328680894,848,"tags=19%, list=14%, signal=17%","ELK1/PTK2B/PSEN1/CCL3/NTRK2/CCL2/SMIM40/ADAM8/PARP1/EFNB2/GRN/SNCG/BCL2L11/CORO1A/FADS2/CASP3/FYN/FOS/XRCC2/ITGAM/NLRP1/NCOA7/ITGB2/IL27RA/CCL5/JAK2/HLA-F/CTSZ"
"GO:0051339","BP","GO:0051339","regulation of lyase activity",20,-0.25148553420789,-0.759515806417356,0.76930409914204,0.896671764772029,0.809078265010974,1175,"tags=60%, list=19%, signal=49%","CAP1/P2RY11/GNAI3/ISCU/ACR/VIPR2/EDNRB/LHCGR/DRD3/ORAI1/GNAI2/GUCA1A"
"GO:0097503","BP","GO:0097503","sialylation",4,-0.377085490495399,-0.724470603713838,0.774390243902439,0.898152942304507,0.810414750216858,223,"tags=50%, list=4%, signal=48%","ST6GALNAC4/ST3GAL5"
"GO:0045176","BP","GO:0045176","apical protein localization",10,0.324487421329045,0.746253859502543,0.788559126556974,0.904762447370717,0.816378590165481,739,"tags=20%, list=12%, signal=18%","NAPA/ATP8B1"
"GO:0099149","BP","GO:0099149","regulation of postsynaptic neurotransmitter receptor internalization",6,-0.322746202523765,-0.704110591702526,0.796276308688613,0.908443663307128,0.819700197826139,904,"tags=67%, list=15%, signal=57%","GSG1L/DRD3/EFNB2/DRD4"
"GO:0007028","BP","GO:0007028","cytoplasm organization",5,0.396035360730059,0.749465582087889,0.799967527195973,0.910133678309616,0.821225119720388,902,"tags=20%, list=15%, signal=17%","ZMIZ1"
"GO:0090399","BP","GO:0090399","replicative senescence",5,0.392604499836941,0.74297294933009,0.805163175840234,0.91187883608521,0.822799797635675,925,"tags=40%, list=15%, signal=34%","TP53/ROMO1"
"GO:0060453","BP","GO:0060453","regulation of gastric acid secretion",5,0.389369530564819,0.736851025964211,0.812631920766358,0.91503464146899,0.825647320714836,2525,"tags=60%, list=41%, signal=36%","KCNQ1/SGK1/HIP1R"
"GO:0034115","BP","GO:0034115","negative regulation of heterotypic cell-cell adhesion",5,0.387790202477496,0.733862272530448,0.814580289007956,0.915567769719987,0.8261283690731,522,"tags=20%, list=8%, signal=18%","KLF4"
"GO:0060478","BP","GO:0060478","acrosomal vesicle exocytosis",3,-0.396994667959283,-0.698697611201733,0.813625304136253,0.915567769719987,0.8261283690731,3736,"tags=67%, list=60%, signal=26%","RAB3A/HYAL3"
"GO:0046512","BP","GO:0046512","sphingosine biosynthetic process",5,0.386684766005639,0.731770321480133,0.817340477350219,0.917013119851691,0.827432526762497,201,"tags=20%, list=3%, signal=19%","ASAH1"
"GO:0071340","BP","GO:0071340","skeletal muscle acetylcholine-gated channel clustering",3,0.460656002585232,0.757979289847523,0.822131704005431,0.919171017178044,0.829379624790414,3341,"tags=100%, list=54%, signal=46%","LRP10/DVL1/CRKL"
