,ONTOLOGY,ID,Description,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalue,rank,leading_edge,core_enrichment
GO:0008344,BP,GO:0008344,adult locomotory behavior,4,-0.332104089,-0.61557797,0.906009852,0.986108326,0.964019076,295,"tags=50%, list=23%, signal=39%",CSTB/PARK7
GO:1905144,BP,GO:1905144,response to acetylcholine,6,0.288030888,0.613553704,0.910671463,0.986108326,0.964019076,928,"tags=100%, list=71%, signal=29%",CRKL/LY6E/GNAI2/GRK2/ATP2B4/GNB1
GO:0046794,BP,GO:0046794,transport of virus,3,-0.35917432,-0.610976095,0.910983347,0.986108326,0.964019076,142,"tags=33%, list=11%, signal=30%",BST2
GO:0006337,BP,GO:0006337,nucleosome disassembly,4,0.31842714,0.600256057,0.913387424,0.987501225,0.965380774,888,"tags=100%, list=68%, signal=32%",SMARCC2/SMARCE1/HMGA1/ARID1A
GO:0043403,BP,GO:0043403,skeletal muscle tissue regeneration,4,-0.31912771,-0.591525351,0.924926108,0.989209743,0.967051021,152,"tags=50%, list=12%, signal=44%",CKLF/CFLAR
GO:0090207,BP,GO:0090207,regulation of triglyceride metabolic process,3,-0.344133369,-0.585390575,0.927240285,0.989209743,0.967051021,239,"tags=67%, list=18%, signal=55%",CTDNEP1/PIK3CG
GO:0044281,BP,GO:0044281,small molecule metabolic process,102,-0.18064678,-0.676231032,0.934305222,0.990983028,0.968784584,287,"tags=25%, list=22%, signal=22%",PPP1CB/ZBTB7A/PARK7/ACADVL/VCP/SNX17/ATP5F1B/MBD2/RANBP2/LBR/TRAC/TXN2/GLS/AZIN1/CD74/HINT1/B4GALT1/FABP5/MTHFD2/ATP5MF/PPP1CA/TPI1/GIMAP7/IDH2/ALOX5AP/ATP5PO
GO:0001756,BP,GO:0001756,somitogenesis,5,-0.28321831,-0.560796802,0.944103072,0.993232103,0.970983278,127,"tags=100%, list=10%, signal=91%",EP300/HES7/XRCC2/RBPJ
GO:0006406,BP,GO:0006406,mRNA export from nucleus,9,0.223092766,0.532821339,0.96744186,0.995696908,0.97339287,268,"tags=22%, list=21%, signal=18%",CHTOP/DDX39A
GO:1901360,BP,GO:1901360,organic cyclic compound metabolic process,508,0.161136587,0.821572408,0.972268627,0.995934636,0.973625273,231,"tags=18%, list=18%, signal=24%",TYMP/CCN2/ZNF845/NFYA/PTBP1/SIGIRR/SOD2/CRABP2/TXN/JUNB/ETV3/NR2F2/HUWE1/RPS6KA1/CDC73/FLNA/TP53BP1/CXXC1/PKNOX2/PRDX2/LUC7L3/PHAX/CCT4/MBD3/POLG/TAP1/PPP4R2/PNP/ACTN4/SF3A2/SKI/VEZF1/TAF2/ATP1A1/TAF7/NFKBIA/WIZ/H4C13/VIM/PGAM4/HNF4A/MAZ/LSM7/ZNF787/ATRX/CUL3/ATXN2L/BTG2/IRF2BP2/DNM2/PIM1/THRA/SNRPG/CWC15/G3BP1/RNASEK/SP140L/ZNF776/FRG1/SUMO1/STAT3/GALR3/XRCC6/DDRGK1/ZNF28/ZNF705A/IRF1/IL27RA/SP7/S100A11/NFIC/PHC3/UBE2N/ELOVL5/NCL/GPS2/GPI/TNIP1/RNF4/DIO3/POLR2E/POLD4/GTF2A1/NSD2/PBX1/NUCKS1/PDCD4/FLOT2/WASL
GO:0007059,BP,GO:0007059,chromosome segregation,30,0.181090165,0.597873926,0.974607013,0.995934636,0.973625273,133,"tags=13%, list=10%, signal=12%",DYNC1H1/ARL8A/ATRX/CUL3
GO:0043320,BP,GO:0043320,natural killer cell degranulation,5,-0.256473933,-0.507840617,0.972249752,0.995934636,0.973625273,189,"tags=100%, list=15%, signal=86%",NKG7/HLA-F/LAMP1/KLRC2
GO:0043303,BP,GO:0043303,mast cell degranulation,5,-0.247670609,-0.490409273,0.980773043,0.997210682,0.974872735,239,"tags=80%, list=18%, signal=66%",LAT/CPLX2/RAC2/PIK3CG
GO:0098815,BP,GO:0098815,modulation of excitatory postsynaptic potential,3,-0.271565812,-0.461949004,0.9888977,0.999286719,0.976902268,212,"tags=33%, list=16%, signal=28%",STX1B
GO:0009056,BP,GO:0009056,catabolic process,236,0.145443875,0.684915143,0.997678617,0.999593021,0.977201709,341,"tags=27%, list=26%, signal=24%",TYMP/JUNB/HUWE1/FLNA/PRDX2/CLEC16A/PHAX/ANXA2/OPTN/PNP/ETFA/PSMB10/VIM/UBXN11/BCKDHA/PGAM4/LSM7/CUL3/BTG2/PIM1/THRA/SUMO1/STAT3/DDRGK1/STT3B/UBXN4/UBE2N/PSMA2/GPI/RNF4/CD44/DIO3/USP15/EIF4G2/POLD4/UFD1/PTK2B/CTSD/UBE2K/SMAD4/PRDX1/RNF11/ADRM1/SKP1/PUM1/PRAMEF6/AGAP2/NEDD8/FUS/CEMIP2/CDC37/TMEM59/PNPLA2/EP300/SGPL1/GLUD1/APOBEC3C/GABARAPL1/SULT1A4/TRIP12/ATP5IF1/GZMB/CASP8
GO:0032991,CC,GO:0032991,protein-containing complex,656,-0.336886663,-1.601969021,5.84E-07,0.001401368,0.001369977,379,"tags=34%, list=29%, signal=49%",ATP5PF/H3C10/PABPC1/GNB1/H3C13/EIF3A/RRM2/ELMO1/U2AF1/PSMA4/PAFAH1B2/H2BC17/ITGB2/SDHC/RBP1/RPS18/RPS25/STING1/HLA-A/CLTC/H4C9/COX6B1/RPS19/CD2/ARPC4/ARPC2/RPL5/PFDN5/HMGB1/MCL1/HNRNPA1/CAMK2D/HMGB2/RPS27L/H2AC16/SNW1/ATP6V0C/PBX2/RBM14/RPL22/HCLS1/RPL27/TRAPPC1/ATP5MG/SRRM2/PSMB8/MAX/CTBP1/NUS1/BIRC5/SUN2/FKBP1A/CBFB/CACNG7/RPL12/RPS12/UBA52/SNRPA1/STIP1/ARPC3/RPL30/PABPN1/PPP1CB/H1-3/RACK1/H4C12/SUB1/RPS3A/CISD2/CALR/H4C15/ITGB1/VCP/RPL29/SNX17/RPL26/H2BC14/HSPA9/FYB1/ARL6IP1/RPL35/MYO9B/AHNAK/EZR/ATP5F1B/KRTCAP2/PIK3CG/RAD23A/HSPA8/RPS24/EIF5A/UQCRB/RPL24/NOP10/RPS23/SFPQ/SSU72/RPL39/RPS5/SNRNP70/NPIPA1/PRKAR1A/SEC63/MBD2/STX1B/RPS27A/RPS20/RPS8/RPLP2/BTF3/RPL31/RANBP2/PRKCSH/TRAC/TAF10/RPL9/HNRNPD/TRA2B/RPS29/SNRPD2/KLRC2/SNRPD3/H2AC6/H2AC17/H3C11/RPS15A/MLLT10/LBH/PPP1CC/BAK1/RPL36A/NDUFV2/H4C3/CALM3/H4C5/SF1/MSL1/RPS3/OST4/CBX5/RPN2/CFLAR/NDUFB8/MCM5/MRPL41/RNPS1/CD74/TRBC1/NUMA1/HNRNPAB/HNRNPL/PYHIN1/CAPZA1/H2AC12/ZFP36L1/RBPJ/EPC1/H2BC9/HINT1/CELF2/UBE2V1/GRB2/CARD8/RPL27A/TUBB/PCNA/HLA-DPB1/H2AC19/CALM1/ADAR/RPS28/H2AC11/GNB2/RPL13/H1-5/RPL11/TRAPPC10/NONO/PSMA5/SPCS3/RPS11/PDIA6/RPL18/ATP5MF/HEXA/PPP1CA/H3C7/PDIA3/TPP1/RPL7L1/ID2/SF3B1/CD8A/B2M/RPS14/CCND2/HNRNPK/GSDMD/MAF/RPN1/H4C6/NFATC3/CD247/RPS2/PTPN1/ITGAL/H4C4/TOMM6/LUC7L/HLA-DPA1/ZNF217/HSPD1/HLA-DRB1/DEK/ATP5PO/BCL2L11/ILF3/SSR4/EEF1B2/H2AC8/THBS1/HLA-DQB1/IL2RB/IGHG3/IGHG4/IGHG1
GO:0098552,CC,GO:0098552,side of membrane,89,-0.595284679,-2.183348333,1.54E-05,0.003549834,0.003470316,108,"tags=25%, list=8%, signal=24%",B4GALT1/HLA-DPB1/FYN/RPS28/KLRK1/GNB2/CXCR6/CD8A/B2M/BTN3A1/PTPN1/ITGAL/SLA/LAG3/HLA-DPA1/HLA-DRB1/THBS1/HLA-DQB1/IL2RB/IGHG3/IGHG4/IGHG1
GO:0009986,CC,GO:0009986,cell surface,81,-0.594172298,-2.148903949,2.21E-05,0.004048049,0.003957371,145,"tags=27%, list=11%, signal=26%",CD74/TRBC1/BST2/ERP29/B4GALT1/HLA-DPB1/KLRK1/PDIA3/CXCR6/CD8A/B2M/BTN3A1/ITGAL/LAG3/HLA-DPA1/HSPD1/HLA-DRB1/THBS1/IL2RB/IGHG3/IGHG4/IGHG1
GO:0042571,CC,GO:0042571,"immunoglobulin complex, circulating",4,-0.982380568,-1.820910539,6.03E-05,0.007796674,0.007622025,4,"tags=100%, list=0%, signal=100%",IGHG3/IGHG4/IGHG1
GO:0072562,CC,GO:0072562,blood microparticle,14,-0.869883854,-2.280252289,8.50E-05,0.009802617,0.009583034,4,"tags=29%, list=0%, signal=29%",HSPA8/IGHG3/IGHG4/IGHG1
GO:0009897,CC,GO:0009897,external side of plasma membrane,47,-0.687601955,-2.272122761,0.000119521,0.012935067,0.012645316,64,"tags=26%, list=5%, signal=25%",CXCR6/CD8A/B2M/BTN3A1/ITGAL/LAG3/HLA-DRB1/THBS1/IL2RB/IGHG3/IGHG4/IGHG1
GO:0005840,CC,GO:0005840,ribosome,83,-0.533402538,-1.936285603,0.000601341,0.046969638,0.045917498,548,"tags=78%, list=42%, signal=48%",RPL7/RPL37A/RPL28/RPLP0/RPL21/RPL38/RPL37/RPL23/RPL10A/RPSA/RPL8/RPS15/RPL6/RPL41/RPL18A/CANX/RPS7/RPS26/RPL36AL/RPS4X/RPS6/RPS27/RPS18/RPS25/RPS19/RPL5/RPS27L/RPL22/RPL27/RPL12/RPS12/UBA52/RPL30/RACK1/RPS3A/RPL29/RPL26/RPL35/RPS24/RPL24/RPS23/RPL39/RPS5/RPS27A/RPS20/RPS8/RPLP2/BTF3/RPL31/RPL9/RPS29/RPS15A/RPL36A/SF1/RPS3/MRPL41/RPL27A/RPS28/RPL13/RPL11/RPS11/RPL18/RPL7L1/RPS14/RPS2
GO:0031982,CC,GO:0031982,vesicle,506,-0.297917246,-1.387005674,0.00584212,0.274945116,0.268786228,295,"tags=27%, list=23%, signal=34%",CSTB/ARF6/ARPC3/RPL30/RAB5C/PPP1CB/RACK1/H4C12/TMC8/SUB1/RPS3A/CALR/PARK7/H4C15/ITGB1/CIB1/VCP/SNX17/GBP5/RPL26/ARHGDIB/LAD1/H2BC14/HSPA9/MINK1/AHNAK/LOXL1/EZR/SPARC/ATP5F1B/HSPA8/PCBP2/SNX20/RPL24/RPS5/PRKAR1A/WDR1/STX1B/RPS27A/PRKCH/RPS20/RPS8/RPLP2/RPL31/PTPRC/TNFAIP3/MARCKS/RAB1B/RPS29/SNRPD2/H2AC6/H2AC17/H3C11/RPS15A/TGOLN2/YWHAH/H4C3/SDF4/CALM3/H4C5/IL7R/RPS3/PRRC2A/CD74/NUMA1/BST2/HNRNPL/PRF1/CAPZA1/COTL1/H2AC12/H2BC9/HINT1/ERP29/UBE2V1/GRB2/TUBB/B4GALT1/PCNA/HLA-DPB1/FYN/H2AC19/CALM1/RPS28/H2AC11/GNB2/STK10/FABP5/RPL11/TRAPPC10/PSMA5/RPS11/PDIA6/HEXA/PPP1CA/H3C7/UBE2D3/PDIA3/TPP1/CST7/TPI1/B2M/SERBP1/GMFG/CTSC/SERPINF1/RPS14/SRI/HNRNPK/GSDMD/JAK1/RPN1/H4C6/IDH2/RPS2/PTPN1/ITGAL/LSP1/H4C4/SLA/TUBA4A/STMN1/HLA-DPA1/HSPD1/SRGN/HLA-DRB1/SSR4/ARHGAP9/H2AC8/THBS1/HLA-DQB1/IL2RB/IGHG3/IGHG4/IGHG1
GO:0042613,CC,GO:0042613,MHC class II protein complex,6,-0.893436293,-1.860939049,0.008203281,0.345253975,0.337520138,145,"tags=100%, list=11%, signal=89%",HLA-DPB1/B2M/HLA-DPA1/HLA-DRB1/HLA-DQB1
GO:0070062,CC,GO:0070062,extracellular exosome,386,-0.304805948,-1.380972122,0.011320755,0.40563488,0.396548485,295,"tags=28%, list=23%, signal=31%",CSTB/ARF6/ARPC3/RPL30/RAB5C/PPP1CB/RACK1/H4C12/TMC8/SUB1/RPS3A/CALR/PARK7/H4C15/ITGB1/CIB1/VCP/RPL26/ARHGDIB/LAD1/H2BC14/HSPA9/MINK1/AHNAK/EZR/ATP5F1B/HSPA8/PCBP2/RPL24/RPS5/WDR1/RPS27A/PRKCH/RPS20/RPS8/RPLP2/RPL31/PTPRC/TNFAIP3/MARCKS/RAB1B/RPS29/SNRPD2/H2AC6/H2AC17/H3C11/RPS15A/YWHAH/H4C3/SDF4/H4C5/RPS3/PRRC2A/CD74/NUMA1/BST2/HNRNPL/CAPZA1/COTL1/H2AC12/H2BC9/HINT1/UBE2V1/GRB2/TUBB/B4GALT1/PCNA/H2AC19/RPS28/H2AC11/GNB2/STK10/FABP5/RPL11/PSMA5/RPS11/PDIA6/HEXA/PPP1CA/H3C7/UBE2D3/PDIA3/TPP1/TPI1/B2M/SERBP1/CTSC/SERPINF1/RPS14/SRI/HNRNPK/RPN1/H4C6/IDH2/RPS2/ITGAL/LSP1/H4C4/TUBA4A/STMN1/HSPD1/HLA-DRB1/SSR4/H2AC8/THBS1/IGHG3/IGHG4/IGHG1
GO:0031252,CC,GO:0031252,cell leading edge,59,0.408671997,1.559632845,0.015067079,0.461087982,0.450759413,263,"tags=29%, list=20%, signal=24%",LAP3/ACTA2/GSN/MYADM/S100A6/MACF1/VIM/VASP/DNM2/TLN1/S100A11/CD44/FLOT2/WASL/PTK2B/ACTR2/MYH9
GO:0005938,CC,GO:0005938,cell cortex,48,0.416138092,1.533193417,0.022819063,0.542959928,0.530797393,316,"tags=40%, list=24%, signal=31%",CCN2/GSN/MYL9/FLNA/MYADM/RHOF/ACTN4/DYNC1H1/TPM4/NCL/MAPRE1/FLOT2/WASL/PTK2B/ACTR2/MYH9/CORO1A/SEPTIN9/BIN2
GO:0016324,CC,GO:0016324,apical plasma membrane,22,0.517479545,1.591014448,0.031343582,0.635953968,0.621708326,208,"tags=32%, list=16%, signal=27%",FN1/ATP1B1/ATP1A1/TNIK/GNAS/TMEM30A/CD44
GO:0110016,CC,GO:0110016,B-WICH complex,3,-0.877768961,-1.493135289,0.03370341,0.641834283,0.62745692,66,"tags=100%, list=5%, signal=95%",SF3B1/DEK
GO:0030134,CC,GO:0030134,COPII-coated ER to Golgi transport vesicle,14,-0.712846498,-1.868605619,0.038019802,0.655931754,0.641238602,145,"tags=50%, list=11%, signal=45%",CD74/HLA-DPB1/B2M/CTSC/HLA-DPA1/HLA-DRB1/HLA-DQB1
GO:0045177,CC,GO:0045177,apical part of cell,26,0.481995976,1.538110941,0.037924152,0.655931754,0.641238602,208,"tags=27%, list=16%, signal=23%",FN1/ATP1B1/ATP1A1/TNIK/GNAS/TMEM30A/CD44
GO:0072559,CC,GO:0072559,NLRP3 inflammasome complex,4,-0.824322728,-1.527939367,0.041182266,0.669906615,0.65490042,112,"tags=75%, list=9%, signal=69%",DDX3X/CARD8/GSDMD
GO:0012507,CC,GO:0012507,ER to Golgi transport vesicle membrane,11,-0.736706133,-1.823407256,0.0439388,0.68231878,0.667034547,145,"tags=55%, list=11%, signal=49%",CD74/HLA-DPB1/B2M/HLA-DPA1/HLA-DRB1/HLA-DQB1
GO:0032588,CC,GO:0032588,trans-Golgi network membrane,10,-0.73150566,-1.764152324,0.047666139,0.68231878,0.667034547,145,"tags=50%, list=11%, signal=45%",CD74/HLA-DPB1/HLA-DPA1/HLA-DRB1/HLA-DQB1
GO:0000428,CC,GO:0000428,DNA-directed RNA polymerase complex,7,0.696623213,1.551881824,0.047676042,0.68231878,0.667034547,225,"tags=71%, list=17%, signal=59%",CDC73/TAF2/TAF7/POLR2E/GTF2A1
GO:0016591,CC,GO:0016591,"RNA polymerase II, holoenzyme",7,0.696623213,1.551881824,0.047676042,0.68231878,0.667034547,225,"tags=71%, list=17%, signal=59%",CDC73/TAF2/TAF7/POLR2E/GTF2A1
GO:0099512,CC,GO:0099512,supramolecular fiber,92,0.329742054,1.363501563,0.049369291,0.68231878,0.667034547,163,"tags=23%, list=13%, signal=21%",KRT8/TYMP/ACTA2/LTBP4/SLAIN2/MYL9/FLNA/CCT4/LMNA/ACTN4/DYNC1H1/PLEC/TPM4/MACF1/VIM/CUL3/DNM2/NICN1/KRTAP5-8/RASSF1/FRG1
GO:0042995,CC,GO:0042995,cell projection,181,0.283643747,1.295750496,0.046645828,0.68231878,0.667034547,265,"tags=27%, list=20%, signal=25%",ACTA2/ATP1B1/CXADR/CAMK2N1/TXN/GSN/FLNA/MYADM/CCT4/RHOF/RAB35/ACTN4/DYNC1H1/ATP1A1/PLEC/S100A6/ARL8A/BLOC1S1/MACF1/VIM/PGAM4/VASP/CUL3/DNM2/TLN1/GALR3/S100A11/ROGDI/RTN4/ELOVL5/GPI/MAPRE1/APBA3/CD44/MYO1F/EIF4G2/RAB21/FLOT2/WASL/SSTR4/EHD1/PTK2B/UBE2K/FERMT3/ACTR2/STAT1/MYH9/SH3KBP1
GO:0005753,CC,GO:0005753,mitochondrial proton-transporting ATP synthase complex,10,-0.646244824,-1.558531083,0.073971519,0.682467962,0.667180387,416,"tags=80%, list=32%, signal=55%",ATP5MC2/ATP5F1C/ATP5PB/ATP5PF/ATP5MG/ATP5F1B/ATP5MF/ATP5PO
GO:0045259,CC,GO:0045259,proton-transporting ATP synthase complex,10,-0.646244824,-1.558531083,0.073971519,0.682467962,0.667180387,416,"tags=80%, list=32%, signal=55%",ATP5MC2/ATP5F1C/ATP5PB/ATP5PF/ATP5MG/ATP5F1B/ATP5MF/ATP5PO
GO:1904115,CC,GO:1904115,axon cytoplasm,5,0.742091638,1.497311826,0.056889248,0.682467962,0.667180387,221,"tags=80%, list=17%, signal=67%",DYNC1H1/ARL8A/BLOC1S1/RAB21
GO:0045178,CC,GO:0045178,basal part of cell,17,0.511225491,1.467559236,0.072104733,0.682467962,0.667180387,230,"tags=35%, list=18%, signal=29%",ATP1B1/CXADR/ANXA2/ATP1A1/CD44/FLOT2
GO:0030424,CC,GO:0030424,axon,41,0.401623333,1.427073367,0.055533118,0.682467962,0.667180387,296,"tags=39%, list=23%, signal=31%",CXADR/FLNA/DYNC1H1/ATP1A1/PLEC/ARL8A/BLOC1S1/VIM/DNM2/ROGDI/EIF4G2/RAB21/PTK2B/STAT1/CORO1A/KLC1
GO:0098993,CC,GO:0098993,anchored component of synaptic vesicle membrane,3,0.826915286,1.423429018,0.068332997,0.682467962,0.667180387,197,"tags=67%, list=15%, signal=57%",RAB35/NCL
GO:0000786,CC,GO:0000786,nucleosome,52,-0.453207543,-1.522268861,0.084370678,0.693973696,0.678428388,386,"tags=48%, list=30%, signal=35%",H2BC11/H3C10/H3C13/H2BC17/H4C9/H2AC16/H1-3/H4C12/H4C15/H2BC14/H2AC6/H2AC17/H3C11/H4C3/H4C5/H2AC12/EPC1/H2BC9/H2AC19/H2AC11/H1-5/H3C7/H4C6/H4C4/H2AC8
GO:0005637,CC,GO:0005637,nuclear inner membrane,5,-0.731082299,-1.447606319,0.082854311,0.693973696,0.678428388,308,"tags=80%, list=24%, signal=61%",SUN2/LBR/TRA2B/LMNB1
GO:0005762,CC,GO:0005762,mitochondrial large ribosomal subunit,4,-0.764432131,-1.416927991,0.085123153,0.693973696,0.678428388,147,"tags=100%, list=11%, signal=89%",RPL23/MRPL41/RPL13
GO:0099092,CC,GO:0099092,"postsynaptic density, intracellular component",3,0.813332484,1.40004796,0.0828462,0.693973696,0.678428388,138,"tags=67%, list=11%, signal=60%",TNIK/DNM2
GO:0030496,CC,GO:0030496,midbody,30,0.41983901,1.38610949,0.085046352,0.693973696,0.678428388,168,"tags=27%, list=13%, signal=24%",LAP3/ANXA2/IST1/TTC19/WIZ/ARL8A/DNM2/ANXA11
GO:0030867,CC,GO:0030867,rough endoplasmic reticulum membrane,10,-0.592145383,-1.42806093,0.108583861,0.711613936,0.695673478,320,"tags=90%, list=25%, signal=68%",CCDC47/SEC61G/RPS26/RPL27/ARL6IP1/SEC63/RPS29/RPS28/SSR4
GO:0014704,CC,GO:0014704,intercalated disc,5,0.694273547,1.40082968,0.107726447,0.711613936,0.695673478,21,"tags=40%, list=2%, signal=40%",ATP1B1/CXADR
GO:0000164,CC,GO:0000164,protein phosphatase type 1 complex,3,-0.781972265,-1.330179621,0.123513085,0.729387404,0.713048814,287,"tags=100%, list=22%, signal=78%",PPP1CC/PPP1CA
GO:0005923,CC,GO:0005923,bicellular tight junction,5,0.678179769,1.368357405,0.130724228,0.730440771,0.714078585,121,"tags=40%, list=9%, signal=36%",CXADR/VASP
GO:0034704,CC,GO:0034704,calcium channel complex,5,-0.687338572,-1.360989949,0.129435084,0.730440771,0.714078585,307,"tags=100%, list=24%, signal=77%",FKBP1A/CACNG7/CALM3/CALM1
GO:0071944,CC,GO:0071944,cell periphery,413,-0.256108296,-1.1689765,0.134497686,0.736703183,0.720200716,180,"tags=15%, list=14%, signal=19%",TGOLN2/STK17B/PPP1CC/RPL36A/YWHAH/KTN1/SDF4/CALM3/IL7R/RPS3/PNISR/CFLAR/PRRC2A/CD74/TRBC1/NUMA1/BST2/CD96/PRF1/COTL1/HINT1/CYLD/GRB2/B4GALT1/IL10RA/HLA-DPB1/FYN/CALM1/KLRK1/GNB2/STK10/FABP5/EVI2B/PDIA6/PPP1CA/UBE2D3/CXCR6/CD8A/B2M/CTSC/SERPINF1/SRI/SEMA4D/GSDMD/BTN3A1/CD247/PTPN1/ITGAL/LSP1/SLA/LAG3/KLRB1/HLA-DPA1/HSPD1/HLA-DRB1/ATP5PO/THBS1/HLA-DQB1/IL2RB/IGHG3/IGHG4/IGHG1
GO:0098685,CC,GO:0098685,Schaffer collateral - CA1 synapse,6,-0.650010267,-1.353906816,0.136454582,0.741495642,0.724885822,382,"tags=67%, list=29%, signal=47%",CAPZB/ITGB1/FYN/SRGN
GO:0031461,CC,GO:0031461,cullin-RING ubiquitin ligase complex,12,0.515443257,1.338678454,0.140435835,0.741495642,0.724885822,519,"tags=83%, list=40%, signal=51%",DCAF8/CUL3/SKP1/PRAMEF6/ELOC/CKS1B/KLHDC3/ELOB/FBXW4/ANAPC5
GO:0044297,CC,GO:0044297,cell body,43,0.347973836,1.249122146,0.15356564,0.747660037,0.730912132,84,"tags=16%, list=6%, signal=16%",ACTA2/CXADR/TXN/FLNA/PHAX/CCT4/ATP1A1
GO:0072357,CC,GO:0072357,PTW/PP1 phosphatase complex,5,-0.659731596,-1.306325744,0.164519326,0.757755314,0.74078127,287,"tags=80%, list=22%, signal=63%",TOX4/PPP1CB/PPP1CC/PPP1CA
GO:0098576,CC,GO:0098576,lumenal side of membrane,17,-0.465481821,-1.274946426,0.172721858,0.76473442,0.747604041,145,"tags=41%, list=11%, signal=37%",CALR/HSPA8/CD74/HLA-DPB1/HLA-DPA1/HLA-DRB1/HLA-DQB1
GO:0016234,CC,GO:0016234,inclusion body,4,-0.687865177,-1.275005829,0.184236453,0.776085406,0.758700761,355,"tags=75%, list=27%, signal=55%",ATXN1/PABPN1/RANBP2
GO:0000307,CC,GO:0000307,cyclin-dependent protein kinase holoenzyme complex,6,-0.587653613,-1.2240241,0.237494998,0.808770163,0.790653365,106,"tags=67%, list=8%, signal=62%",CDK9/CCNI/PCNA/CCND2
GO:0030427,CC,GO:0030427,site of polarized growth,15,0.429575148,1.1936721,0.246280659,0.815092543,0.796834121,400,"tags=53%, list=31%, signal=37%",CXADR/FLNA/DNM2/PTK2B/KLC1/ARHGAP4/ITGA4/APP
GO:0071203,CC,GO:0071203,WASH complex,3,-0.703153111,-1.196103725,0.257533703,0.818753847,0.80041341,382,"tags=100%, list=29%, signal=71%",CAPZB/CAPZA1
GO:0036126,CC,GO:0036126,sperm flagellum,16,0.410831747,1.160535413,0.274030695,0.818753847,0.80041341,133,"tags=25%, list=10%, signal=23%",ATP1B1/ATP1A1/PGAM4/CUL3
GO:0042175,CC,GO:0042175,nuclear outer membrane-endoplasmic reticulum membrane network,108,-0.302846857,-1.14512381,0.276323018,0.818753847,0.80041341,320,"tags=35%, list=25%, signal=29%",RPL27/NUS1/FKBP1A/UBA52/TMC8/CISD2/CALR/VCP/ARL6IP5/ARL6IP1/NOMO3/KRTCAP2/EIF5A/SEC63/RPS27A/RANBP2/LBR/RAB1B/RPS29/KTN1/OST4/RPN2/CD74/SARAF/HLA-DPB1/RPS28/SPCS3/PDIA6/PDIA3/B2M/SRI/RPN1/ALOX5AP/PTPN1/HLA-DPA1/HLA-DRB1/SSR4/HLA-DQB1
GO:0044232,CC,GO:0044232,organelle membrane contact site,5,-0.565548471,-1.119834991,0.335976214,0.841941295,0.823081449,452,"tags=80%, list=35%, signal=52%",CANX/GRAMD1A/BCAP31/SARAF
GO:0009295,CC,GO:0009295,nucleoid,9,0.463315232,1.10655422,0.343579373,0.841941295,0.823081449,219,"tags=44%, list=17%, signal=37%",SOD2/POLG/PIM1/POLD4
GO:0012505,CC,GO:0012505,endomembrane system,406,-0.230638293,-1.05087053,0.340929535,0.841941295,0.823081449,274,"tags=25%, list=21%, signal=29%",CISD2/CALR/PARK7/ITGB1/CIB1/VCP/SNX17/GBP5/ARL6IP5/MINK1/ARL6IP1/LOXL1/NOMO3/EZR/SPARC/KRTCAP2/HSPA8/RPS24/EIF5A/SNX20/RPL24/RPS23/NPIPA1/PRKAR1A/SEC63/STX1B/RPS27A/RPS8/RANBP2/PRKCSH/PTPRC/LBR/RAB1B/TRA2B/RPS29/TGOLN2/BAK1/RPL36A/KTN1/SDF4/CALM3/RPS3/OST4/CBX5/RPN2/NDUFB8/CD74/NUMA1/BST2/PRF1/COTL1/EPC1/SARAF/ERP29/GRB2/RPL27A/TUBB/B4GALT1/HLA-DPB1/FYN/RPS28/STK10/FABP5/RPL13/TRAPPC10/PSMA5/SPCS3/PDIA6/RPL18/ATP5MF/HEXA/UBE2D3/PDIA3/TPP1/CST7/B2M/GMFG/CTSC/SRI/CCND2/GSDMD/JAK1/RPN1/GIMAP7/ALOX5AP/CD247/PTPN1/ITGAL/SLA/LMNB1/HLA-DPA1/HSPD1/SRGN/HLA-DRB1/BCL2L11/SSR4/EEF1B2/ARHGAP9/THBS1/HLA-DQB1/IL2RB
GO:0043025,CC,GO:0043025,neuronal cell body,30,0.318764712,1.052410049,0.373841193,0.853678312,0.834555552,240,"tags=27%, list=18%, signal=22%",TXN/FLNA/PHAX/ATP1A1/G3BP1/ROGDI/ELOVL5/PTK2B
GO:0043679,CC,GO:0043679,axon terminus,3,-0.643629615,-1.094850847,0.385606661,0.860636416,0.841357792,237,"tags=100%, list=18%, signal=82%",BIN1/HSPA8
GO:0099055,CC,GO:0099055,integral component of postsynaptic membrane,3,-0.639337307,-1.087549385,0.394726408,0.867473376,0.8480416,452,"tags=100%, list=35%, signal=65%",CANX/CACNG7
GO:0031301,CC,GO:0031301,integral component of organelle membrane,43,-0.304812888,-0.993703249,0.393209633,0.867473376,0.8480416,273,"tags=33%, list=21%, signal=27%",CALR/HSPA9/ARL6IP1/LBR/BAK1/KTN1/CD74/SARAF/HLA-DPB1/PDIA3/B2M/HLA-DPA1/HLA-DRB1/HLA-DQB1
GO:0008540,CC,GO:0008540,"proteasome regulatory particle, base subcomplex",3,-0.630853709,-1.0731183,0.414948454,0.877553195,0.857895627,46,"tags=100%, list=4%, signal=97%",PSMD4/RPN1
GO:0043197,CC,GO:0043197,dendritic spine,12,-0.386378343,-0.976027163,0.448474039,0.889179446,0.869261445,268,"tags=33%, list=21%, signal=27%",ITGB1/PPP1CC/PPP1CA/SLA
